seed,scenario,policy,day,sku,opening_kg,received_kg,requested_kg,sold_kg,unfilled_kg,recorded_unfilled_kg,expired_kg,closing_kg,ordered_kg,forecast_kg,revenue_kes,gross_margin_kes,waste_cost_kes,holding_cost_kes
0,base,sales_only,33,BEEF-A,126,31,56,56,0,0,0,101,60,40.035714,33040,8960,0,80.80000000000001
0,base,sales_only,34,BEEF-A,101,60,39,39,0,0,0,122,39,40.142857,23010,6240,0,97.60000000000001
0,base,sales_only,35,BEEF-A,122,39,19,19,0,0,0,142,16,39.428571,11210,3040,0,113.60000000000001
0,base,sales_only,36,BEEF-A,142,0,27,27,0,0,0,115,27,39.428571,15930,4320,0,92.0
0,base,sales_only,37,BEEF-A,115,27,23,23,0,0,0,119,22,39.142857,13570,3680,0,95.2
0,base,sales_only,38,BEEF-A,119,38,55,55,0,0,0,102,60,40.321429,32450,8800,0,81.60000000000001
0,base,sales_only,39,BEEF-A,102,0,34,34,0,0,0,68,31,39.714286,20060,5440,0,54.400000000000006
0,base,sales_only,40,BEEF-A,68,31,55,55,0,0,0,44,57,40.071429,32450,8800,0,35.2
0,base,sales_only,41,BEEF-A,44,117,43,43,0,0,0,118,41,39.75,25370,6880,0,94.4
0,base,sales_only,42,BEEF-A,118,41,45,45,0,0,0,114,47,40.178571,26550,7200,0,91.2
0,base,sales_only,43,BEEF-A,114,47,48,48,0,0,0,113,53,41.285714,28320,7680,0,90.4
0,base,sales_only,44,BEEF-A,113,0,52,52,0,0,0,61,50,40.892857,30680,8320,0,48.800000000000004
0,base,sales_only,45,BEEF-A,61,50,54,54,0,0,0,57,58,41.785714,31860,8640,0,45.6
0,base,sales_only,46,BEEF-A,57,53,46,46,0,0,0,64,42,40.928571,27140,7360,0,51.2
0,base,sales_only,47,BEEF-A,64,42,123,106,17,0,0,0,112,42.464286,62540,16960,0,0.0
0,base,sales_only,48,BEEF-A,0,170,20,20,0,0,0,150,19,42.25,11800,3200,0,120.0
0,base,sales_only,49,BEEF-A,150,19,50,50,0,0,0,119,51,42.357143,29500,8000,0,95.2
0,base,sales_only,50,BEEF-A,119,0,43,43,0,0,0,76,43,42.428571,25370,6880,0,60.800000000000004
0,base,sales_only,51,BEEF-A,76,43,34,34,0,0,0,85,34,42.285714,20060,5440,0,68.0
0,base,sales_only,52,BEEF-A,85,85,48,48,0,0,0,122,50,42.964286,28320,7680,0,97.60000000000001
0,base,sales_only,53,BEEF-A,122,0,48,48,0,0,0,74,48,42.821429,28320,7680,0,59.2
0,base,sales_only,54,BEEF-A,74,48,32,32,0,0,0,90,31,42.607143,18880,5120,0,72.0
0,base,sales_only,55,BEEF-A,90,81,30,30,0,0,0,141,29,42.428571,17700,4800,0,112.80000000000001
0,base,sales_only,56,BEEF-A,141,29,47,47,0,0,0,123,47,42.285714,27730,7520,0,98.4
0,base,sales_only,57,BEEF-A,123,47,47,47,0,0,0,123,49,42.892857,27730,7520,0,98.4
0,base,sales_only,58,BEEF-A,123,49,24,24,0,0,0,148,23,42.607143,14160,3840,0,118.4
0,base,sales_only,59,BEEF-A,148,23,38,38,0,0,0,133,38,42.75,22420,6080,0,106.4
0,base,sales_only,60,BEEF-A,133,38,54,54,0,0,0,117,57,43.464286,31860,8640,0,93.60000000000001
0,base,sales_only,61,BEEF-A,117,57,52,52,0,0,0,122,52,43.321429,30680,8320,0,97.60000000000001
0,base,sales_only,62,BEEF-A,122,52,25,25,0,0,0,149,23,42.821429,14750,4000,0,119.2
0,base,sales_only,63,BEEF-A,149,0,40,40,0,0,0,109,43,43.571429,23600,6400,0,87.2
0,base,sales_only,64,BEEF-A,109,43,26,26,0,0,0,126,26,43.535714,15340,4160,0,100.80000000000001
0,base,sales_only,65,BEEF-A,126,49,41,41,0,0,0,134,43,44.178571,24190,6560,0,107.2
0,base,sales_only,66,BEEF-A,134,43,31,31,0,0,0,146,28,43.321429,18290,4960,0,116.80000000000001
0,base,sales_only,67,BEEF-A,146,28,44,44,0,0,0,130,45,43.678571,25960,7040,0,104.0
0,base,sales_only,68,BEEF-A,130,45,46,46,0,0,0,129,45,43.357143,27140,7360,0,103.2
0,base,sales_only,69,BEEF-A,129,45,17,17,0,0,0,157,13,42.428571,10030,2720,0,125.60000000000001
0,base,sales_only,70,BEEF-A,157,13,48,48,0,0,0,122,49,42.535714,28320,7680,0,97.60000000000001
0,base,sales_only,71,BEEF-A,122,49,50,50,0,0,0,121,50,42.607143,29500,8000,0,96.80000000000001
0,base,sales_only,72,BEEF-A,121,50,67,67,0,0,0,104,69,43.142857,39530,10720,0,83.2
0,base,sales_only,73,BEEF-A,104,69,36,36,0,0,0,137,33,42.5,21240,5760,0,109.60000000000001
0,base,sales_only,74,BEEF-A,137,33,38,38,0,0,0,132,37,42.214286,22420,6080,0,105.60000000000001
0,base,sales_only,75,BEEF-A,132,37,57,57,0,0,0,112,50,40.464286,33630,9120,0,89.60000000000001
0,base,sales_only,76,BEEF-A,112,50,46,46,0,0,0,116,50,41.392857,27140,7360,0,92.80000000000001
0,base,sales_only,77,BEEF-A,116,50,32,32,0,0,0,134,29,40.75,18880,5120,0,107.2
0,base,sales_only,78,BEEF-A,134,29,27,27,0,0,0,136,25,40.178571,15930,4320,0,108.80000000000001
0,base,sales_only,79,BEEF-A,136,25,56,56,0,0,0,105,59,40.964286,33040,8960,0,84.0
0,base,sales_only,80,BEEF-A,105,59,81,81,0,0,0,83,86,42.142857,47790,12960,0,66.4
0,base,sales_only,81,BEEF-A,83,86,25,25,0,0,0,144,22,41.321429,14750,4000,0,115.2
0,base,sales_only,82,BEEF-A,144,22,37,37,0,0,0,129,37,41.5,21830,5920,0,103.2
0,base,sales_only,83,BEEF-A,129,37,36,36,0,0,0,130,37,41.714286,21240,5760,0,104.0
0,base,sales_only,84,BEEF-A,130,37,65,65,0,0,0,102,68,42.357143,38350,10400,0,81.60000000000001
0,base,sales_only,85,BEEF-A,102,68,30,30,0,0,0,140,27,41.75,17700,4800,0,112.0
0,base,sales_only,86,BEEF-A,140,27,40,40,0,0,0,127,43,42.321429,23600,6400,0,101.60000000000001
0,base,sales_only,87,BEEF-A,127,43,54,54,0,0,0,116,56,42.892857,31860,8640,0,92.80000000000001
0,base,sales_only,88,BEEF-A,116,56,50,50,0,0,0,122,49,42.75,29500,8000,0,97.60000000000001
0,base,sales_only,89,BEEF-A,122,0,47,47,0,0,0,75,47,42.571429,27730,7520,0,60.0
0,base,sales_only,90,BEEF-A,75,47,19,19,0,0,0,103,18,42.357143,11210,3040,0,82.4
0,base,sales_only,91,BEEF-A,103,67,36,36,0,0,0,134,35,42.214286,21240,5760,0,107.2
0,base,sales_only,92,BEEF-A,134,35,57,57,0,0,0,112,62,43.321429,33630,9120,0,89.60000000000001
0,base,sales_only,93,BEEF-A,112,62,44,44,0,0,0,130,44,43.428571,25960,7040,0,104.0
0,base,sales_only,94,BEEF-A,130,0,45,45,0,0,0,85,47,43.928571,26550,7200,0,68.0
0,base,sales_only,95,BEEF-A,85,47,41,41,0,0,0,91,41,43.821429,24190,6560,0,72.8
0,base,sales_only,96,BEEF-A,91,44,57,57,0,0,0,78,58,44.214286,33630,9120,0,62.400000000000006
0,base,sales_only,97,BEEF-A,78,58,16,16,0,0,0,120,16,44.178571,9440,2560,0,96.0
0,base,sales_only,98,BEEF-A,120,57,29,29,0,0,0,148,26,43.5,17110,4640,0,118.4
0,base,sales_only,99,BEEF-A,148,26,25,25,0,0,0,149,22,42.607143,14750,4000,0,119.2
0,base,sales_only,100,BEEF-A,149,22,110,110,0,0,0,61,116,44.142857,64900,17600,0,48.800000000000004
0,base,sales_only,101,BEEF-A,61,116,46,46,0,0,0,131,47,44.5,27140,7360,0,104.80000000000001
0,base,sales_only,102,BEEF-A,131,47,53,53,0,0,0,125,56,45.035714,31270,8480,0,100.0
0,base,sales_only,103,BEEF-A,125,56,63,63,0,0,0,118,63,45.25,37170,10080,0,94.4
0,base,sales_only,104,BEEF-A,118,63,17,17,0,0,0,164,13,44.214286,10030,2720,0,131.20000000000002
0,base,sales_only,105,BEEF-A,164,13,23,23,0,0,0,154,22,43.892857,13570,3680,0,123.2
0,base,sales_only,106,BEEF-A,154,22,58,58,0,0,0,118,62,45,34220,9280,0,94.4
0,base,sales_only,107,BEEF-A,118,62,29,29,0,0,0,151,26,44.035714,17110,4640,0,120.80000000000001
0,base,sales_only,108,BEEF-A,151,26,79,79,0,0,0,98,78,43.964286,46610,12640,0,78.4
0,base,sales_only,109,BEEF-A,98,0,28,28,0,0,0,70,29,44.071429,16520,4480,0,56.0
0,base,sales_only,110,BEEF-A,70,29,48,48,0,0,0,51,49,44.464286,28320,7680,0,40.800000000000004
0,base,sales_only,111,BEEF-A,51,127,28,28,0,0,0,150,27,44.178571,16520,4480,0,120.0
0,base,sales_only,112,BEEF-A,150,27,63,63,0,0,0,114,63,44.107143,37170,10080,0,91.2
0,base,sales_only,113,BEEF-A,114,0,17,17,0,0,0,97,15,43.642857,10030,2720,0,77.60000000000001
0,base,sales_only,114,BEEF-A,97,15,38,38,0,0,0,74,38,43.571429,22420,6080,0,59.2
0,base,sales_only,115,BEEF-A,74,101,37,37,0,0,0,138,34,42.964286,21830,5920,0,110.4
0,base,sales_only,116,BEEF-A,138,34,72,72,0,0,0,100,75,43.75,42480,11520,0,80.0
0,base,sales_only,117,BEEF-A,100,0,91,91,0,0,0,9,98,45.321429,53690,14560,0,7.2
0,base,sales_only,118,BEEF-A,9,98,34,34,0,0,0,73,36,45.857143,20060,5440,0,58.400000000000006
0,base,sales_only,119,BEEF-A,73,111,28,28,0,0,0,156,27,45.571429,16520,4480,0,124.80000000000001
0,base,sales_only,120,BEEF-A,156,27,39,39,0,0,0,144,36,44.928571,23010,6240,0,115.2
0,base,sales_only,121,BEEF-A,144,36,77,77,0,0,0,103,82,46.107143,45430,12320,0,82.4
0,base,sales_only,122,BEEF-A,103,82,48,48,0,0,0,137,48,46.214286,28320,7680,0,109.60000000000001
0,base,sales_only,123,BEEF-A,137,0,84,84,0,0,0,53,90,47.75,49560,13440,0,42.400000000000006
0,base,sales_only,124,BEEF-A,53,90,82,82,0,0,0,61,86,48.642857,48380,13120,0,48.800000000000004
0,base,sales_only,125,BEEF-A,61,134,26,26,0,0,0,169,27,49,15340,4160,0,135.20000000000002
0,base,sales_only,126,BEEF-A,169,27,146,146,0,0,0,50,163,53.178571,86140,23360,0,40.0
0,base,sales_only,127,BEEF-A,50,163,39,39,0,0,0,174,41,53.678571,23010,6240,0,139.20000000000002
0,base,sales_only,128,BEEF-A,174,41,32,32,0,0,0,183,21,50.892857,18880,5120,0,146.4
0,base,sales_only,129,BEEF-A,183,21,61,61,0,0,0,143,63,51.428571,35990,9760,0,114.4
0,base,sales_only,130,BEEF-A,143,63,79,79,0,0,0,127,83,52.357143,46610,12640,0,101.60000000000001
0,base,sales_only,131,BEEF-A,127,83,47,47,0,0,0,163,45,51.785714,27730,7520,0,130.4
0,base,sales_only,132,BEEF-A,163,45,34,34,0,0,0,174,36,52.392857,20060,5440,0,139.20000000000002
0,base,sales_only,133,BEEF-A,174,36,35,35,0,0,0,175,37,52.821429,20650,5600,0,140.0
0,base,sales_only,134,BEEF-A,175,37,27,27,0,0,0,185,22,51.714286,15930,4320,0,148.0
0,base,sales_only,135,BEEF-A,185,22,61,61,0,0,0,146,66,52.857143,35990,9760,0,116.80000000000001
0,base,sales_only,136,BEEF-A,146,66,70,70,0,0,0,142,69,52.535714,41300,11200,0,113.60000000000001
0,base,sales_only,137,BEEF-A,142,69,118,118,0,0,0,93,130,55.75,69620,18880,0,74.4
0,base,sales_only,138,BEEF-A,93,130,96,96,0,0,0,127,103,57.464286,56640,15360,0,101.60000000000001
0,base,sales_only,139,BEEF-A,127,0,109,109,0,0,0,18,121,60.357143,64310,17440,0,14.4
0,base,sales_only,140,BEEF-A,18,121,26,26,0,0,0,113,21,59.035714,15340,4160,0,90.4
0,base,sales_only,141,BEEF-A,113,124,30,30,0,0,0,207,31,59.5,17700,4800,0,165.60000000000002
0,base,sales_only,142,BEEF-A,207,31,66,66,0,0,0,172,70,60.5,38940,10560,0,137.6
0,base,sales_only,143,BEEF-A,172,70,57,57,0,0,0,185,60,61.214286,33630,9120,0,148.0
0,base,sales_only,144,BEEF-A,185,60,79,79,0,0,0,166,80,61.464286,46610,12640,0,132.8
0,base,sales_only,145,BEEF-A,166,80,66,66,0,0,0,180,63,60.571429,38940,10560,0,144.0
0,base,sales_only,146,BEEF-A,180,63,41,41,0,0,0,202,42,60.821429,24190,6560,0,161.60000000000002
0,base,sales_only,147,BEEF-A,202,42,63,63,0,0,0,181,68,62.071429,37170,10080,0,144.8
0,base,sales_only,148,BEEF-A,181,68,39,39,0,0,0,210,39,62.071429,23010,6240,0,168.0
0,base,sales_only,149,BEEF-A,210,39,29,29,0,0,0,220,22,60.357143,17110,4640,0,176.0
0,base,sales_only,150,BEEF-A,220,22,30,30,0,0,0,212,27,59.714286,17700,4800,0,169.60000000000002
0,base,sales_only,151,BEEF-A,212,27,70,70,0,0,0,169,68,59.214286,41300,11200,0,135.20000000000002
0,base,sales_only,152,BEEF-A,169,68,67,67,0,0,0,170,65,58.678571,39530,10720,0,136.0
0,base,sales_only,153,BEEF-A,170,65,25,25,0,0,0,210,25,58.642857,14750,4000,0,168.0
0,base,sales_only,154,BEEF-A,210,25,121,121,0,0,0,114,117,57.75,71390,19360,0,91.2
0,base,sales_only,155,BEEF-A,114,0,101,101,0,0,0,13,110,59.964286,59590,16160,0,10.4
0,base,sales_only,156,BEEF-A,13,110,41,41,0,0,0,82,43,60.285714,24190,6560,0,65.60000000000001
0,base,sales_only,157,BEEF-A,82,160,30,30,0,0,0,212,25,59.178571,17700,4800,0,169.60000000000002
0,base,sales_only,158,BEEF-A,212,25,57,57,0,0,0,180,54,58.392857,33630,9120,0,144.0
0,base,sales_only,159,BEEF-A,180,54,78,78,0,0,0,156,82,59.5,46020,12480,0,124.80000000000001
0,base,sales_only,160,BEEF-A,156,82,41,41,0,0,0,197,42,59.75,24190,6560,0,157.60000000000002
0,base,sales_only,161,BEEF-A,197,42,78,78,0,0,0,161,85,61.285714,46020,12480,0,128.8
0,base,sales_only,162,BEEF-A,161,0,38,38,0,0,0,123,39,61.678571,22420,6080,0,98.4
0,base,sales_only,163,BEEF-A,123,39,51,51,0,0,0,111,50,61.321429,30090,8160,0,88.80000000000001
0,base,sales_only,164,BEEF-A,111,135,73,73,0,0,0,173,73,61.428571,43070,11680,0,138.4
0,base,sales_only,165,BEEF-A,173,73,61,61,0,0,0,185,53,59.392857,35990,9760,0,148.0
0,base,sales_only,166,BEEF-A,185,53,68,68,0,0,0,170,64,58.392857,40120,10880,0,136.0
0,base,sales_only,167,BEEF-A,170,64,39,39,0,0,0,195,29,55.892857,23010,6240,0,156.0
0,base,sales_only,168,BEEF-A,195,29,35,35,0,0,0,189,36,56.214286,20650,5600,0,151.20000000000002
0,base,sales_only,169,BEEF-A,189,36,47,47,0,0,0,178,50,56.821429,27730,7520,0,142.4
0,base,sales_only,170,BEEF-A,178,50,41,41,0,0,0,187,37,55.928571,24190,6560,0,149.6
0,base,sales_only,171,BEEF-A,187,37,64,64,0,0,0,160,65,56.178571,37760,10240,0,128.0
0,base,sales_only,172,BEEF-A,160,65,95,95,0,0,0,130,97,56.75,56050,15200,0,104.0
0,base,sales_only,173,BEEF-A,130,0,105,105,0,0,0,25,111,58.142857,61950,16800,0,20.0
0,base,sales_only,174,BEEF-A,25,111,30,30,0,0,0,106,28,57.75,17700,4800,0,84.80000000000001
0,base,sales_only,175,BEEF-A,106,125,44,44,0,0,0,187,42,57.071429,25960,7040,0,149.6
0,base,sales_only,176,BEEF-A,187,42,45,45,0,0,0,184,46,57.285714,26550,7200,0,147.20000000000002
0,base,sales_only,177,BEEF-A,184,46,37,37,0,0,0,193,38,57.571429,21830,5920,0,154.4
0,base,sales_only,178,BEEF-A,193,0,91,91,0,0,0,102,99,59.75,53690,14560,0,81.60000000000001
0,base,sales_only,179,BEEF-A,102,99,57,57,0,0,0,144,56,59.285714,33630,9120,0,115.2
0,base,sales_only,180,BEEF-A,144,94,181,181,0,0,0,57,197,63.357143,106790,28960,0,45.6
0,base,sales_only,181,BEEF-A,57,197,31,31,0,0,0,223,32,63.571429,18290,4960,0,178.4
0,base,sales_only,182,BEEF-A,223,32,55,55,0,0,0,200,45,61.214286,32450,8800,0,160.0
0,base,sales_only,183,BEEF-A,200,0,65,65,0,0,0,135,60,59.928571,38350,10400,0,108.0
0,base,sales_only,184,BEEF-A,135,60,49,49,0,0,0,146,50,60.214286,28910,7840,0,116.80000000000001
0,base,sales_only,185,BEEF-A,146,95,63,63,0,0,0,178,68,61.392857,37170,10080,0,142.4
0,base,sales_only,186,BEEF-A,178,68,56,56,0,0,0,190,56,61.357143,33040,8960,0,152.0
0,base,sales_only,187,BEEF-A,190,0,62,62,0,0,0,128,60,60.785714,36580,9920,0,102.4
0,base,sales_only,188,BEEF-A,128,60,29,29,0,0,0,159,27,60.357143,17110,4640,0,127.2
0,base,sales_only,189,BEEF-A,159,83,33,33,0,0,0,209,26,58.75,19470,5280,0,167.20000000000002
0,base,sales_only,190,BEEF-A,209,26,31,31,0,0,0,204,30,58.5,18290,4960,0,163.20000000000002
0,base,sales_only,191,BEEF-A,204,30,60,60,0,0,0,174,62,58.821429,35400,9600,0,139.20000000000002
0,base,sales_only,192,BEEF-A,174,0,72,72,0,0,0,102,72,58.785714,42480,11520,0,81.60000000000001
0,base,sales_only,193,BEEF-A,102,0,94,94,0,0,0,8,98,59.964286,55460,15040,0,6.4
0,base,sales_only,194,BEEF-A,8,160,77,77,0,0,0,91,79,60.285714,45430,12320,0,72.8
0,base,sales_only,195,BEEF-A,91,151,24,24,0,0,0,218,21,59.75,14160,3840,0,174.4
0,base,sales_only,196,BEEF-A,218,21,34,34,0,0,0,205,34,59.714286,20060,5440,0,164.0
0,base,sales_only,197,BEEF-A,205,34,50,50,0,0,0,189,51,59.821429,29500,8000,0,151.20000000000002
0,base,sales_only,198,BEEF-A,189,51,88,88,0,0,0,152,94,61.5,51920,14080,0,121.60000000000001
0,base,sales_only,199,BEEF-A,152,94,62,62,0,0,0,184,62,61.428571,36580,9920,0,147.20000000000002
0,base,sales_only,200,BEEF-A,184,62,107,107,0,0,0,139,109,61.857143,63130,17120,0,111.2
0,base,sales_only,201,BEEF-A,139,109,136,136,0,0,0,112,140,62.964286,80240,21760,0,89.60000000000001
0,base,sales_only,202,BEEF-A,112,140,25,25,0,0,0,227,25,62.785714,14750,4000,0,181.60000000000002
0,base,sales_only,203,BEEF-A,227,25,32,32,0,0,0,220,30,62.357143,18880,5120,0,176.0
0,base,sales_only,204,BEEF-A,220,30,64,64,0,0,0,186,67,63.035714,37760,10240,0,148.8
0,base,sales_only,205,BEEF-A,186,67,55,55,0,0,0,198,57,63.678571,32450,8800,0,158.4
0,base,sales_only,206,BEEF-A,198,57,73,73,0,0,0,182,71,63.035714,43070,11680,0,145.6
0,base,sales_only,207,BEEF-A,182,71,127,127,0,0,0,126,137,65.535714,74930,20320,0,100.80000000000001
0,base,sales_only,208,BEEF-A,126,137,90,90,0,0,0,173,77,62.285714,53100,14400,0,138.4
0,base,sales_only,209,BEEF-A,173,77,31,31,0,0,0,219,31,62.285714,18290,4960,0,175.20000000000002
0,base,sales_only,210,BEEF-A,219,31,26,26,0,0,0,224,21,61.25,15340,4160,0,179.20000000000002
0,base,sales_only,211,BEEF-A,224,0,33,33,0,0,0,191,29,60.107143,19470,5280,0,152.8
0,base,sales_only,212,BEEF-A,191,29,33,33,0,0,0,187,31,59.535714,19470,5280,0,149.6
0,base,sales_only,213,BEEF-A,187,21,47,47,0,0,0,161,44,58.964286,27730,7520,0,128.8
0,base,sales_only,214,BEEF-A,161,44,76,76,0,0,3,126,82,59.678571,44840,12160,1290,100.80000000000001
0,base,sales_only,215,BEEF-A,126,113,127,127,0,0,1,111,137,62,74930,20320,430,88.80000000000001
0,base,sales_only,216,BEEF-A,111,137,24,24,0,0,0,224,24,61.821429,14160,3840,0,179.20000000000002
0,base,sales_only,217,BEEF-A,224,24,74,74,0,0,0,174,80,63.285714,43660,11840,0,139.20000000000002
0,base,sales_only,218,BEEF-A,174,80,38,38,0,0,0,216,39,63.535714,22420,6080,0,172.8
0,base,sales_only,219,BEEF-A,216,39,60,60,0,0,0,195,60,63.535714,35400,9600,0,156.0
0,base,sales_only,220,BEEF-A,195,60,48,48,0,0,0,207,44,62.678571,28320,7680,0,165.60000000000002
0,base,sales_only,221,BEEF-A,207,0,52,52,0,0,0,155,46,61.178571,30680,8320,0,124.0
0,base,sales_only,222,BEEF-A,155,46,82,82,0,0,0,119,83,61.357143,48380,13120,0,95.2
0,base,sales_only,223,BEEF-A,119,127,51,51,0,0,0,195,55,62.321429,30090,8160,0,156.0
0,base,sales_only,224,BEEF-A,195,55,38,38,0,0,0,212,38,62.464286,22420,6080,0,169.60000000000002
0,base,sales_only,225,BEEF-A,212,38,50,50,0,0,0,200,50,62.464286,29500,8000,0,160.0
0,base,sales_only,226,BEEF-A,200,50,45,45,0,0,0,205,39,60.928571,26550,7200,0,164.0
0,base,sales_only,227,BEEF-A,205,39,82,82,0,0,0,162,85,61.642857,48380,13120,0,129.6
0,base,sales_only,228,BEEF-A,162,0,67,67,0,0,0,95,61,60.214286,39530,10720,0,76.0
0,base,sales_only,229,BEEF-A,95,61,50,50,0,0,0,106,38,57.142857,29500,8000,0,84.80000000000001
0,base,sales_only,230,BEEF-A,106,123,19,19,0,0,0,210,18,56.928571,11210,3040,0,168.0
0,base,sales_only,231,BEEF-A,210,18,94,94,0,0,0,134,103,59.142857,55460,15040,0,107.2
0,base,sales_only,232,BEEF-A,134,103,41,41,0,0,0,196,38,58.321429,24190,6560,0,156.8
0,base,sales_only,233,BEEF-A,196,0,139,139,0,0,0,57,151,61.321429,82010,22240,0,45.6
0,base,sales_only,234,BEEF-A,57,0,39,39,0,0,0,18,34,60.107143,23010,6240,0,14.4
0,base,sales_only,235,BEEF-A,18,38,73,56,17,0,0,0,46,57.571429,33040,8960,0,0.0
0,base,sales_only,236,BEEF-A,0,197,47,47,0,0,0,150,41,56.035714,27730,7520,0,120.0
0,base,sales_only,237,BEEF-A,150,75,47,47,0,0,0,178,49,56.607143,27730,7520,0,142.4
0,base,sales_only,238,BEEF-A,178,49,103,103,0,0,0,124,114,59.357143,60770,16480,0,99.2
0,base,sales_only,239,BEEF-A,124,0,36,36,0,0,0,88,36,59.464286,21240,5760,0,70.4
0,base,sales_only,0,CHICKEN-B,114,0,43,43,0,0,0,71,101,43,17630,5160,0,56.800000000000004
0,base,sales_only,1,CHICKEN-B,71,0,31,31,0,0,0,40,7,37,12710,3720,0,32.0
0,base,sales_only,2,CHICKEN-B,40,7,56,47,9,0,0,0,61,40.333333,19270,5640,0,0.0
0,base,sales_only,3,CHICKEN-B,0,162,68,68,0,0,0,94,95,47.25,27880,8160,0,75.2
0,base,sales_only,4,CHICKEN-B,94,95,33,33,0,0,0,156,22,44.4,13530,3960,0,124.80000000000001
0,base,sales_only,5,CHICKEN-B,156,22,60,60,0,0,0,118,70,47,24600,7200,0,94.4
0,base,sales_only,6,CHICKEN-B,118,70,26,26,0,0,0,162,14,44,10660,3120,0,129.6
0,base,sales_only,7,CHICKEN-B,162,14,65,65,0,0,0,111,76,46.625,26650,7800,0,88.80000000000001
0,base,sales_only,8,CHICKEN-B,111,76,26,26,0,0,0,161,17,44.333333,10660,3120,0,128.8
0,base,sales_only,9,CHICKEN-B,161,17,16,16,0,0,0,162,4,41.5,6560,1920,0,129.6
0,base,sales_only,10,CHICKEN-B,162,4,24,24,0,0,0,142,18,39.909091,9840,2880,0,113.60000000000001
0,base,sales_only,11,CHICKEN-B,142,18,36,36,0,0,31,93,66,39.583333,14760,4320,8990,74.4
